Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,
571,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1989,Parliament,0,9,0,0,,,,,,
572,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1990,Other Elected Bodies,0,1,0,0,,,,,,
573,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),1562,493,412,657,,,,,,
574,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1964,Street Gambling (87),1926,559,467,972,,,,,,
575,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1965,House Gambling (79 & 80),79,22,21,37,,,,,,
576,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1966,Betting ,108,56,22,64,,,,,,
577,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1967,Others ,190,103,57,73,,,,,,
578,B - SPECIAL & LOCAL LAWS,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,28,15,9,12,,,,,,
579,B - SPECIAL & LOCAL LAWS,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,0,0,0,0,,,,,,
580,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,0,0,0,0,,,,,,
581,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,0,0,0,0,,,,,,
582,B - SPECIAL & LOCAL LAWS,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0,,,,,,
583,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Indian Railways Act 1989,0,0,0,0,,,,,,
584,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0,,,,,,
585,B - SPECIAL & LOCAL LAWS,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,0,3,0,0,,,,,,
586,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Dowry Prohibition,394,168,113,149,,,,,,
587,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0,0,0,0,,,,,,
588,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,0,0,0,0,,,,,,
589,B - SPECIAL & LOCAL LAWS,INDIAN LUNACY ACT,NA,0,0,0,0,,,,,,
590,B - SPECIAL & LOCAL LAWS,INDIAN ELECTRICITY ACT,NA,5,0,2,2,,,,,,
591,B - SPECIAL & LOCAL LAWS,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,409,103,158,161,,,,,,
592,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Prevention of Insult to National Hounours Act 1971,5,1,0,1,,,,,,
593,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Prevention of violence against Doctors, Medical professionals and Medical institutions",6,1,3,2,,,,,,
594,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",0,0,0,0,,,,,,
595,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,54,21,19,18,,,,,,
596,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Banning of Unregulated Deposit Schemes Act,9,0,8,0,,,,,,
597,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",0,0,0,0,,,,,,
598,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,0,0,0,0,,,,,,
599,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,49,20,13,21,,,,,,
600,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,0,0,0,0,,,,,,
601,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,2579,1345,635,1283,,,,,,
602,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,4,4,0,2,,,,,,
603,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,1,2,1,0,,,,,,
604,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,0,0,0,0,,,,,,
605,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0,,,,,,
606,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,0,1,0,0,,,,,,
607,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,1,0,0,0,,,,,,
608,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Act 1964 & 2007,12,2,4,6,,,,,,
609,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0,,,,,,
610,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,0,0,0,0,,,,,,
611,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,5,3,3,1,,,,,,
612,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0,0,0,0,,,,,,
613,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,13,0,13,0,,,,,,
614,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,0,0,0,0,,7,,,,
615,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,3,0,1,2,,1,,,,
616,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,4,0,1,2,,0,,,,
617,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,0,0,0,0,,2,,,,
618,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,27,2,8,12,,8,,,,
619,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0,,60,,,,
620,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0,0,0,0,,0,,,,
621,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,0,0,0,0,,0,,,,
622,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,0,0,0,0,,65,,,,
623,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0,,3,,,,
624,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,1,0,1,0,,1,,,,
625,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,46,5,10,25,,1,,,,
626,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,1,0,1,0,,2,,,,
627,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0,,4,,,,
628,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0,,1,,,,
629,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0,,18,,,,
630,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,0,0,0,0,,0,,,,
631,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,1,0,1,0,,1,,,,
632,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,1,0,0,1,,3,,,,
633,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0,0,0,0,,5,,,,
634,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,5,1,1,3,,0,,,,
635,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0,,1,,,,
636,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,15,5,5,2,,36,,,,
637,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,2,1,0,1,,0,,,,
638,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,21,12,4,13,,1,,,,
639,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,1,0,1,0,,0,,,,
640,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,8,2,5,2,,0,,,,
641,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0,,0,,,,
642,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Other Local Acts,45,15,17,21,,3,,,,
643,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Information Technology Act 2000, 2009",37,1862,13,13,,,,,,
644,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),CSAM (Child Pornography). Cyber Tip Line,11,1,6,5,,,,,,
645,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Online Money Transfer,322,10,95,117,,,,,,
646,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Credit Card Fraud,198,6,48,64,,,,,,
647,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Loan App,59,3,21,16,,,,,,
648,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Ransomeware Attack, Installing Spyware & Troman, Using Other Malware & Viruses to infect degital serv",2,0,0,2,,,,,,
649,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Gifts, iPhone & Lottery Fraud",42,0,15,20,,,,,,
650,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Deep Fake/Deep Nudes,10,0,2,5,,,,,,
651,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Investment Fraud (Part Time Job, Task, Review)",791,13,242,278,,,,,,
652,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Card Skimming,4,0,2,2,,,,,,
653,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Job Fraud,155,5,67,53,,,,,,
654,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Business Fraud,36,2,8,10,,,,,,
655,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Hacking of Accounts & Ids,41,3,11,17,,,,,,
656,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Phishing (Taking Password & Information),14,0,0,8,,,,,,
657,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Email Spoofing / Fraud,16,0,7,5,,,,,,
658,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),SIM card Swapping / SIM Jacking / SIM Cloning,1,0,0,1,,0,,,,
659,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Social Media Cases (Instagram/Facebook/Whatsapp/X /Telegram etc),108,8,45,33,,,,,,
660,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Crypto Currency, Bitcoin, etc.",35,0,12,15,,,,,,
661,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Remote Access Fraud  (Any Desk/ Team Viewer),2,0,2,0,,,,,,
662,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),OLX Fraud,55,0,14,24,,,,,,
663,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Data Theft,17,0,6,3,,,,,,
664,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Fedex,19,4,4,4,,,,,,
665,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"OTP Frauds (KYC Update, Apk Link)",188,3,47,67,,,,,,
666,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Matrimony Fraud,27,0,9,7,,,,,,
667,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Sextortion and Revenge Porn,27,0,4,14,,,,,,
668,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Advertising Frauds,11,1,2,3,,,,,,
669,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Investment Fraud (Trading & Share Trading),978,14,290,306,,,,,,
670,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Fake Customer Care,86,0,23,27,,,,,,
671,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),ATM Fraud,8,0,3,0,,,,,,
672,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Digital Arrest,109,0,23,16,,,,,,
673,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),AEPS (Aadhaar),0,2,0,0,,,,,,
674,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Others ,424,40,153,119,,,,,,
675,B - SPECIAL & LOCAL LAWS,NATIONAL SECURITY ACT,NA,0,0,0,0,,,,,,
676,B - SPECIAL & LOCAL LAWS,POCSO,Custodial Rape,0,0,0,0,,,,,,
677,B - SPECIAL & LOCAL LAWS,POCSO,Gang Rape,1,0,0,0,,,,,,
678,B - SPECIAL & LOCAL LAWS,POCSO,Rape with Murder,3,1,2,1,,,,,,
679,B - SPECIAL & LOCAL LAWS,POCSO,Rape,706,259,228,216,,,,,,
680,B - SPECIAL & LOCAL LAWS,POCSO,Others ,287,85,76,115,,,,,,
681,B - SPECIAL & LOCAL LAWS,Aadhar Act,Offence by Company,0,0,0,0,,,,,,
682,B - SPECIAL & LOCAL LAWS,Aadhar Act,Impersonation,0,0,0,0,,,,,,
683,B - SPECIAL & LOCAL LAWS,Aadhar Act,Offence by Individual,1,0,0,1,,,,,,
684,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.1  Custodial Rape,0,0,0,0,,,,,,
685,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.2  Gang Rape,3,2,1,1,,,,,,
686,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.3  other Cases of Rape,235,61,76,95,,,,,,
687,C. CRIMES AGAINST WOMEN,Outraging modesty (Molestation) (sec.354 IPC),NA,1445,633,449,540,,412,,,,
688,C. CRIMES AGAINST WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC),NA,23,13,6,11,,13,,,,
689,C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),NA,114,9,46,39,,399,,,,
690,C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC),NA,1,0,0,0,,,,,,
691,C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)",NA,3,0,0,3,,,,,,
692,C. CRIMES AGAINST WOMEN,Murder for other reasons,NA,93,36,31,27,668,,,,,
693,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,0,0,0,0,37,,738,,,327
694,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,7,0,5,2,631,,34,,,11
695,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,NA,265,67,74,89,213,,704,,,316
696,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)",NA,0,0,0,0,16,,459-32,,,
697,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),NA,31,7,9,10,197,,,,,
698,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,704,299,211,255,,,,,598,
699,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),NA,38,19,15,10,,408,,,33,
700,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,81,39,21,31,,,,,565,
701,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,NA,0,0,0,0,,,,,,
702,C. CRIMES AGAINST WOMEN,Pornography,NA,1,0,0,1,,,224,,,
703,C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,31,15,15,10,,,,393,,
704,C. CRIMES AGAINST WOMEN,Offences related to Marriage,NA,9,1,1,4,,,,29,,
705,C. CRIMES AGAINST WOMEN,Cyber Crimes,NA,1130,591,359,372,,,,364,,
706,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",,2,0,1,0,,,,,,
707,D.CRIME AGAINST CHILDREN,Rape on Minor,,0,0,0,0,,,,,,
708,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),,16,6,1,10,,,,,,
709,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,,1010,295,318,394,,,,,,
710,D.CRIME AGAINST CHILDREN,For Ransom - of Children,,4,2,1,0,,,,,,
711,D.CRIME AGAINST CHILDREN,of Children - for begging,,0,0,0,0,,,,,,
712,D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,,1,0,0,1,,,,,,
713,D.CRIME AGAINST CHILDREN,With intent to Steal from Child,,0,0,0,0,,,,,,
714,D.CRIME AGAINST CHILDREN,Lawful Guardianship,,1,0,0,1,,,,,,
715,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,,0,0,0,0,,,,3521,,
716,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,,0,0,0,0,,,,31,,
717,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,,7,1,2,4,,,,3490,,
718,D.CRIME AGAINST CHILDREN,Sub Total ,,1023,298,321,400,,,,,,
719,D.CRIME AGAINST CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),,0,0,0,0,,,,,,
720,D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,,37,9,12,15,,,,,,
721,D.CRIME AGAINST CHILDREN,POCSO Act,,997,345,306,332,,,,,,
722,D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,,4,1,0,4,,,,,,
723,D.CRIME AGAINST CHILDREN,Juvenile Justice Act,,56,13,12,31,,,,,,
724,D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,,18,2,6,2,,,,,,
725,D.CRIME AGAINST CHILDREN,Probation of Offenders Act,,0,0,0,0,,,,,,
726,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Murder,,19,8,5,5,,,,,,
727,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Rape,,34,11,8,16,,,,,,
728,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Kidnapping,,40,22,13,14,,,,,,
729,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the Protection of Civil Rights Act.,,0,0,0,0,,,,,,
730,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),,465,168,162,160,,,,,,
